,원자재코드,"생산작업지시구분(생산:A,생산제외:D)",작업지시타입(일반:WO/재투입:WR),"사업단위(평택:20000,태안:60000등)",생산작업요청일자,LOT번호,분할순번,제품코드,제품BOM차수,원자재투입순번,원자재명,원자재탱크번호,투입지시중량,투입지시비율,투입지시오차비율,투입지시단위,시방원재료적요,추가투입량(생산자판단),정지중량(유속흐름제어),스텝그룹넘버,비고
173,SR11002,A,WO,20000,2021-02-22,PR1021022210,1,PEMA023129801,21,1,사용수,30,15452.8,70.24,0,KG,,33.0,60.0,1,
174,SR13801,A,WO,20000,2021-02-22,PR1021022210,1,PEMA023129801,21,2,액상리그닌,0,11.0,0.05,0,KG,,0.0,0.0,1,
175,SR35218,A,WO,20000,2021-02-22,PR1021022210,1,PEMA023129801,21,4,WRE-580FX(55%),16,2160.4,9.82,0,KG,,0.0,15.0,1,
176,SR35225,A,WO,20000,2021-02-22,PR1021022210,1,PEMA023129801,21,5,WRE-550T,21,2373.8,10.79,0,KG,,0.0,15.0,1,
177,SR35758,A,WO,20000,2021-02-22,PR1021022210,1,PEMA023129801,21,6,M30,7,1980.0,9.0,0,KG,마지막투입,0.0,30.0,1,
178,SR38117,A,WO,20000,2021-02-22,PR1021022210,1,PEMA023129801,21,3,PC소포제,0,22.0,0.1,0,KG,,0.0,0.0,1,
179,SR11002,A,WO,20000,2021-02-22,PR1021022234,0,PEMA013901520,166,1,사용수,30,13554.0,67.77,0,KG,,20.0,60.0,1,
180,SR35218,A,WO,20000,2021-02-22,PR1021022234,0,PEMA013901520,166,3,WRE-580FX(55%),16,3708.0,18.54,0,KG,,0.0,15.0,1,
181,SR35225,A,WO,20000,2021-02-22,PR1021022234,0,PEMA013901520,166,4,WRE-550T,21,718.0,3.59,0,KG,,0.0,15.0,1,
182,SR35758,A,WO,20000,2021-02-22,PR1021022234,0,PEMA013901520,166,5,M30,7,2000.0,10.0,0,KG,꼭 마지막에 투입하세요!,0.0,30.0,1,
183,SR38117,A,WO,20000,2021-02-22,PR1021022234,0,PEMA013901520,166,2,PC소포제,0,20.0,0.1,0,KG,,0.0,0.0,1,
184,SR11002,A,WO,20000,2021-02-22,SR2021022214,0,PEMA033078017,4,1,사용수,30,3681.5,73.63,0,KG,,8.5,60.0,1,
185,SR13801,A,WO,20000,2021-02-22,SR2021022214,0,PEMA033078017,4,4,액상리그닌,0,2.5,0.05,0,KG,,0.0,0.0,1,
186,SR16600,A,WO,20000,2021-02-22,SR2021022214,0,PEMA033078017,4,6,RA-300S,1,10.0,0.2,0,KG,,0.0,5.0,1,
187,SR35224,A,WO,20000,2021-02-22,SR2021022214,0,PEMA033078017,4,5,WRE-770,18,1300.0,26.0,0,KG,,0.0,20.0,1,
188,SR38117,A,WO,20000,2021-02-22,SR2021022214,0,PEMA033078017,4,2,PC소포제,0,3.5,0.07,0,KG,,0.0,0.0,1,
189,SR68222,A,WO,20000,2021-02-22,SR2021022214,0,PEMA033078017,4,3,소포제(MR-130),0,2.5,0.05,0,KG,,0.0,0.0,1,
190,SR11002,A,WO,20000,2021-02-22,SR2021022221,0,PEMA043080500,3,1,사용수,30,2692.5,53.85,0,KG,,6.0,60.0,1,
191,SR13801,A,WO,20000,2021-02-22,SR2021022221,0,PEMA043080500,3,2,액상리그닌,0,2.5,0.05,0,KG,,0.0,0.0,1,
192,SR16600,A,WO,20000,2021-02-22,SR2021022221,0,PEMA043080500,3,7,RA-300S,1,80.0,1.6,0,KG,,0.0,5.0,1,
193,SR35224,A,WO,20000,2021-02-22,SR2021022221,0,PEMA043080500,3,4,WRE-770,18,1076.5,21.53,0,KG,,0.0,20.0,1,
194,SR35225,A,WO,20000,2021-02-22,SR2021022221,0,PEMA043080500,3,5,WRE-550T,21,720.0,14.4,0,KG,,0.0,15.0,1,
195,SR35904,A,WO,20000,2021-02-22,SR2021022221,0,PEMA043080500,3,6,Urea-20%,4,425.0,8.5,0,KG,,0.0,40.0,1,
196,SR38117,A,WO,20000,2021-02-22,SR2021022221,0,PEMA043080500,3,3,PC소포제,0,3.5,0.07,0,KG,,0.0,0.0,1,
197,SR11002,A,WO,20000,2021-02-22,SR2021022222,0,PEMA043080500,4,1,사용수,30,1072.6,53.63,0,KG,,4.4,60.0,1,
198,SR13801,A,WO,20000,2021-02-22,SR2021022222,0,PEMA043080500,4,2,액상리그닌,0,1.0,0.05,0,KG,,0.0,0.0,1,
199,SR16600,A,WO,20000,2021-02-22,SR2021022222,0,PEMA043080500,4,5,RA-300S,0,3.0,0.15,0,KG,,0.0,0.0,1,
200,SR35224,A,WO,20000,2021-02-22,SR2021022222,0,PEMA043080500,4,6,WRE-770,18,520.0,26.0,0,KG,,0.0,20.0,1,
201,SR35904,A,WO,20000,2021-02-22,SR2021022222,0,PEMA043080500,4,7,Urea-20%,4,400.0,20.0,0,KG,,0.0,40.0,1,
202,SR38117,A,WO,20000,2021-02-22,SR2021022222,0,PEMA043080500,4,3,PC소포제,0,1.4,0.07,0,KG,,0.0,0.0,1,
203,SR68222,A,WO,20000,2021-02-22,SR2021022222,0,PEMA043080500,4,4,소포제(MR-130),0,2.0,0.1,0,KG,,0.0,0.0,1,
204,SR11002,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,1,사용수,30,3511.8,58.53,0,KG,,16.2,60.0,1,
205,SR13801,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,2,액상리그닌,0,6.0,0.1,0,KG,,0.0,0.0,1,
206,SR16600,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,8,RA-300S,1,342.0,5.7,0,KG,,0.0,5.0,1,
207,SR35224,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,5,WRE-770,18,720.0,12.0,0,KG,,0.0,20.0,1,
208,SR35225,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,6,WRE-550T,21,630.0,10.5,0,KG,,0.0,15.0,1,
209,SR35228,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,7,SRE-200SD-T,14,480.0,8.0,0,KG,,0.0,10.0,1,
210,SR35903,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,9,PCA3000,10,300.0,5.0,0,KG,마지막투입,0.0,30.0,1,
211,SR38117,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,3,PC소포제,0,4.2,0.07,0,KG,,0.0,0.0,1,
212,SR68222,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,4,소포제(MR-130),0,6.0,0.1,0,KG,,0.0,0.0,1,
213,SR11002,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,1,사용수,30,1730.4,57.68,0,KG,,4.5,60.0,1,
214,SR13801,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,2,액상리그닌,0,1.5,0.05,0,KG,,0.0,0.0,1,
215,SR16600,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,8,RA-300S,1,10.5,0.35,0,KG,,0.0,5.0,1,
216,SR35218,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,4,WRE-580FX(55%),16,351.6,11.72,0,KG,,0.0,15.0,1,
217,SR35224,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,5,WRE-770,18,387.0,12.9,0,KG,,0.0,20.0,1,
218,SR35225,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,6,WRE-550T,21,387.0,12.9,0,KG,,0.0,15.0,1,
219,SR35228,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,7,SRE-200SD-T,14,129.0,4.3,0,KG,,0.0,10.0,1,
220,SR68222,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,3,소포제(MR-130),0,3.0,0.1,0,KG,,0.0,0.0,1,
221,SR11002,A,WO,20000,2021-02-22,SR3F21022235,0,PEMA023030801,13,1,사용수,30,3460.8,57.68,0,KG,,7.2,60.0,1,
222,SR13801,A,WO,20000,2021-02-22,SR3F21022235,0,PEMA023030801,13,3,액상리그닌,3,3.0,0.05,0,KG,,0.0,0.0,1,
223,SR16600,A,WO,20000,2021-02-22,SR3F21022235,0,PEMA023030801,13,7,RA-300S,1,15.0,0.25,0,KG,,0.0,5.0,1,
224,SR35224,A,WO,20000,2021-02-22,SR3F21022235,0,PEMA023030801,13,4,WRE-770,18,1384.2,23.07,0,KG,,0.0,20.0,1,
225,SR35225,A,WO,20000,2021-02-22,SR3F21022235,0,PEMA023030801,13,5,WRE-550T,21,628.8,10.48,0,KG,,0.0,15.0,1,
226,SR35228,A,WO,20000,2021-02-22,SR3F21022235,0,PEMA023030801,13,6,SRE-200SD-T,14,504.0,8.4,0,KG,,0.0,10.0,1,
227,SR38117,A,WO,20000,2021-02-22,SR3F21022235,0,PEMA023030801,13,2,PC소포제,0,4.2,0.07,0,KG,,0.0,0.0,1,
228,SR11002,A,WO,20000,2021-02-23,500F21022309,0,PEMA023058600,511,1,사용수,30,802.5,5.35,0,KG,,0.0,60.0,1,
229,SR13801,A,WO,20000,2021-02-23,500F21022309,0,PEMA023058600,511,2,액상리그닌,3,22.5,0.15,0,KG,,0.0,0.0,1,
230,SR35218,A,WO,20000,2021-02-23,500F21022309,0,PEMA023058600,511,3,WRE-580FX(55%),16,8181.0,54.54,0,KG,,0.0,15.0,1,
231,SR35225,A,WO,20000,2021-02-23,500F21022309,0,PEMA023058600,511,4,WRE-550T,21,5994.0,39.96,0,KG,,0.0,15.0,1,
232,SR11002,A,WO,20000,2021-02-23,580F21022311,0,PEMA073050413,64,1,사용수,30,1320.0,8.8,0,KG,,0.0,60.0,1,
233,SR13801,A,WO,20000,2021-02-23,580F21022311,0,PEMA073050413,64,2,액상리그닌,3,45.0,0.3,0,KG,,0.0,25.0,1,
234,SR35218,A,WO,20000,2021-02-23,580F21022311,0,PEMA073050413,64,3,WRE-580FX(55%),16,13635.0,90.9,0,KG,,0.0,15.0,1,
235,SR11002,A,WO,20000,2021-02-23,580F21022312,0,PEMA013099150,93,1,사용수,30,1780.0,8.9,0,KG,,0.0,60.0,1,
236,SR13801,A,WO,20000,2021-02-23,580F21022312,0,PEMA013099150,93,2,액상리그닌,3,40.0,0.2,0,KG,,0.0,30.0,1,
237,SR35218,A,WO,20000,2021-02-23,580F21022312,0,PEMA013099150,93,3,WRE-580FX(55%),16,18180.0,90.9,0,KG,,0.0,15.0,1,
238,SR11002,A,WO,20000,2021-02-23,CR1021022315,0,PEMA023123000,37,1,사용수,30,1797.0,59.9,0,KG,재활용수금지,0.0,60.0,1,
239,SR13801,A,WO,20000,2021-02-23,CR1021022315,0,PEMA023123000,37,2,액상리그닌,3,3.0,0.1,0,KG,,0.0,30.0,1,
240,SR16600,A,WO,20000,2021-02-23,CR1021022315,0,PEMA023123000,37,3,RA-300S,1,1200.0,40.0,0,KG,,0.0,5.0,1,
241,SR11002,A,WO,20000,2021-02-23,CR1021022316,0,PEMA023123000,36,1,사용수,30,2824.5,40.35,0,KG,재활용수금지,0.0,60.0,1,
242,SR13801,A,WO,20000,2021-02-23,CR1021022316,0,PEMA023123000,36,3,액상리그닌,3,7.0,0.1,0,KG,,0.0,0.0,1,
243,SR16600,A,WO,20000,2021-02-23,CR1021022316,0,PEMA023123000,36,5,RA-300S,1,3080.0,44.0,0,KG,,0.0,5.0,1,
244,SR35218,A,WO,20000,2021-02-23,CR1021022316,0,PEMA023123000,36,4,WRE-580FX(55%),16,1081.5,15.45,0,KG,,0.0,15.0,1,
245,SR68222,A,WO,20000,2021-02-23,CR1021022316,0,PEMA023123000,36,2,소포제(MR-130),0,7.0,0.1,0,KG,,0.0,0.0,1,
246,SR11002,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,1,사용수,30,3320.0,66.4,0,KG,재활용수400Kg적용,10.0,45.0,1,
247,SR13801,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,3,액상리그닌,3,5.0,0.1,0,KG,,0.0,30.0,1,
248,SR16002,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,4,글루콘산소다,2,250.0,5.0,0,KG,,0.0,35.0,1,
249,SR16600,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,7,RA-300S,1,225.0,4.5,0,KG,,0.0,5.0,1,
250,SR35224,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,5,WRE-770,18,360.0,7.2,0,KG,,0.0,20.0,1,
251,SR35903,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,8,PCA3000,10,210.0,4.2,0,KG,마지막투입해주세요,0.0,30.0,1,
252,SR35904,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,6,Urea-20%,4,625.0,12.5,0,KG,,0.0,40.0,1,
253,SR68222,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,2,소포제(MR-130),0,5.0,0.1,0,KG,,0.0,0.0,1,
254,SR11002,A,WO,20000,2021-02-23,CSA521022310,0,PEMA023052200,23,1,사용수,30,6355.0,63.55,0,KG,재활용수800kg,15.0,45.0,1,
255,SR13801,A,WO,20000,2021-02-23,CSA521022310,0,PEMA023052200,23,2,액상리그닌,3,5.0,0.05,0,KG,,0.0,0.0,1,
256,SR16600,A,WO,20000,2021-02-23,CSA521022310,0,PEMA023052200,23,6,RA-300S,1,180.0,1.8,0,KG,,0.0,5.0,1,
257,SR35224,A,WO,20000,2021-02-23,CSA521022310,0,PEMA023052200,23,4,WRE-770,18,1250.0,12.5,0,KG,,0.0,20.0,1,
258,SR35903,A,WO,20000,2021-02-23,CSA521022310,0,PEMA023052200,23,7,PCA3000,10,600.0,6.0,0,KG,마지막 투입해주세요,0.0,30.0,1,
259,SR35904,A,WO,20000,2021-02-23,CSA521022310,0,PEMA023052200,23,5,Urea-20%,4,1600.0,16.0,0,KG,,0.0,40.0,1,
260,SR68222,A,WO,20000,2021-02-23,CSA521022310,0,PEMA023052200,23,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
261,SR11002,A,WO,20000,2021-02-23,CSA521022324,0,PEMA553048200,43,1,사용수,30,6905.0,69.05,0,KG,재활용수800kg적용,15.0,45.0,1,
262,SR13801,A,WO,20000,2021-02-23,CSA521022324,0,PEMA553048200,43,3,액상리그닌,3,5.0,0.05,0,KG,,0.0,30.0,1,
263,SR16600,A,WO,20000,2021-02-23,CSA521022324,0,PEMA553048200,43,6,RA-300S,1,150.0,1.5,0,KG,,0.0,5.0,1,
264,SR35224,A,WO,20000,2021-02-23,CSA521022324,0,PEMA553048200,43,4,WRE-770,18,980.0,9.8,0,KG,,0.0,20.0,1,
265,SR35903,A,WO,20000,2021-02-23,CSA521022324,0,PEMA553048200,43,7,PCA3000,10,500.0,5.0,0,KG,마지막 투입해주세요,0.0,30.0,1,
266,SR35904,A,WO,20000,2021-02-23,CSA521022324,0,PEMA553048200,43,5,Urea-20%,4,1450.0,14.5,0,KG,,0.0,40.0,1,
267,SR68222,A,WO,20000,2021-02-23,CSA521022324,0,PEMA553048200,43,2,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
268,SR11002,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,1,사용수,30,7000.0,70.0,0,KG,재활용수800kg,20.0,60.0,1,
269,SR13801,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,3,액상리그닌,3,10.0,0.1,0,KG,,0.0,30.0,1,
270,SR16002,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,4,글루콘산소다,2,300.0,3.0,0,KG,,0.0,40.0,1,
271,SR16600,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,7,RA-300S,1,80.0,0.8,0,KG,,0.0,5.0,1,
272,SR35224,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,5,WRE-770,18,1000.0,10.0,0,KG,,0.0,20.0,1,
273,SR35903,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,8,PCA3000,10,200.0,2.0,0,KG,마지막투입,0.0,20.0,1,
274,SR35904,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,6,Urea-20%,4,1400.0,14.0,0,KG,,0.0,25.0,1,
275,SR68222,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,2,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
276,SR11002,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,1,사용수,30,4788.0,59.85,0,KG,재활용수금지,12.0,60.0,1,
277,SR13801,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,3,액상리그닌,3,4.0,0.05,0,KG,,0.0,30.0,1,
278,SR35225,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,4,WRE-550T,23,720.0,9.0,0,KG,,0.0,15.0,1,
279,SR35228,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,5,SRE-200SD-T,14,400.0,5.0,0,KG,,0.0,10.0,1,
280,SR35758,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,8,M30,7,80.0,1.0,0,KG,마지막투입,0.0,30.0,1,
281,SR35903,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,7,PCA3000,10,640.0,8.0,0,KG,,0.0,20.0,1,
282,SR35904,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,6,Urea-20%,4,1360.0,17.0,0,KG,,0.0,25.0,1,
283,SR68222,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,2,소포제(MR-130),0,8.0,0.1,0,KG,,0.0,0.0,1,
284,SR11002,A,WO,20000,2021-02-23,CSA521022342,0,PEMA023001000,81,1,사용수,30,6700.0,67.0,0,KG,재활용수800KG,40.0,60.0,1,
285,SR13801,A,WO,20000,2021-02-23,CSA521022342,0,PEMA023001000,81,3,액상리그닌,3,10.0,0.1,0,KG,,0.0,30.0,1,
286,SR16600,A,WO,20000,2021-02-23,CSA521022342,0,PEMA023001000,81,6,RA-300S,1,460.0,4.6,0,KG,,0.0,5.0,1,
287,SR35224,A,WO,20000,2021-02-23,CSA521022342,0,PEMA023001000,81,4,WRE-770,18,900.0,9.0,0,KG,,0.0,20.0,1,
288,SR35903,A,WO,20000,2021-02-23,CSA521022342,0,PEMA023001000,81,7,PCA3000,10,450.0,4.5,0,KG,마지막투입,0.0,30.0,1,
289,SR35904,A,WO,20000,2021-02-23,CSA521022342,0,PEMA023001000,81,5,Urea-20%,4,1450.0,14.5,0,KG,,0.0,40.0,1,
290,SR68222,A,WO,20000,2021-02-23,CSA521022342,0,PEMA023001000,81,2,소포제(MR-130),0,30.0,0.3,0,KG,,0.0,0.0,1,
291,SR11002,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,1,사용수,30,4116.0,58.8,0,KG,재활용수560KG,14.0,45.0,1,
292,SR13801,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,3,액상리그닌,3,7.0,0.1,0,KG,,0.0,0.0,1,
293,SR16002,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,4,글루콘산소다,2,210.0,3.0,0,KG,,0.0,35.0,1,
294,SR16600,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,7,RA-300S,1,770.0,11.0,0,KG,,0.0,5.0,1,
295,SR35224,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,5,WRE-770,18,665.0,9.5,0,KG,,0.0,20.0,1,
296,SR35903,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,8,PCA3000,10,350.0,5.0,0,KG,마지막투입,0.0,30.0,1,
297,SR35904,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,6,Urea-20%,4,875.0,12.5,0,KG,,0.0,40.0,1,
298,SR68222,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,2,소포제(MR-130),0,7.0,0.1,0,KG,,0.0,0.0,1,
299,SR11002,A,WO,20000,2021-02-23,HR1021022230,0,PEMA013049304,66,1,사용수,30,5180.0,51.8,0,KG,재활용수800KG,20.0,45.0,1,
300,SR13801,A,WO,20000,2021-02-23,HR1021022230,0,PEMA013049304,66,3,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
301,SR16600,A,WO,20000,2021-02-23,HR1021022230,0,PEMA013049304,66,6,RA-300S,1,1000.0,10.0,0,KG,,0.0,5.0,1,
302,SR35224,A,WO,20000,2021-02-23,HR1021022230,0,PEMA013049304,66,4,WRE-770,18,1100.0,11.0,0,KG,,0.0,20.0,1,
303,SR35903,A,WO,20000,2021-02-23,HR1021022230,0,PEMA013049304,66,7,PCA3000,10,400.0,4.0,0,KG,마지막투입,0.0,30.0,1,
304,SR35904,A,WO,20000,2021-02-23,HR1021022230,0,PEMA013049304,66,5,Urea-20%,4,2300.0,23.0,0,KG,,0.0,40.0,1,
305,SR68222,A,WO,20000,2021-02-23,HR1021022230,0,PEMA013049304,66,2,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
306,SR11002,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,1,사용수,30,5280.0,52.8,0,KG,재활용수800kg적용,20.0,60.0,1,
307,SR13801,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,3,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
308,SR16002,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,4,글루콘산소다,2,300.0,3.0,0,KG,,0.0,40.0,1,
309,SR16600,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,7,RA-300S,1,1300.0,13.0,0,KG,,0.0,5.0,1,
310,SR35224,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,5,WRE-770,18,650.0,6.5,0,KG,,0.0,20.0,1,
311,SR35903,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,8,PCA3000,10,480.0,4.8,0,KG,마지막투입,0.0,20.0,1,
312,SR35904,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,6,Urea-20%,4,1970.0,19.7,0,KG,,0.0,25.0,1,
313,SR68222,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,2,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
314,SR11002,A,WO,20000,2021-02-23,HR1021022245,0,PEMA013041507,11,1,사용수,30,3955.0,56.5,0,KG,재활용수560kg적용,21.0,60.0,1,
315,SR13801,A,WO,20000,2021-02-23,HR1021022245,0,PEMA013041507,11,2,액상리그닌,3,7.0,0.1,0,KG,,0.0,0.0,1,
316,SR16600,A,WO,20000,2021-02-23,HR1021022245,0,PEMA013041507,11,6,RA-300S,1,140.0,2.0,0,KG,,0.0,5.0,1,
317,SR35224,A,WO,20000,2021-02-23,HR1021022245,0,PEMA013041507,11,4,WRE-770,18,1085.0,15.5,0,KG,,0.0,20.0,1,
318,SR35903,A,WO,20000,2021-02-23,HR1021022245,0,PEMA013041507,11,7,PCA3000,10,329.0,4.7,0,KG,마지막투입,0.0,20.0,1,
319,SR35904,A,WO,20000,2021-02-23,HR1021022245,0,PEMA013041507,11,5,Urea-20%,4,1470.0,21.0,0,KG,,0.0,25.0,1,
320,SR68222,A,WO,20000,2021-02-23,HR1021022245,0,PEMA013041507,11,3,소포제(MR-130),0,14.0,0.2,0,KG,,0.0,0.0,1,
321,SR11002,A,WO,20000,2021-02-23,HR1021022246,0,PEMA013099140,39,1,사용수,30,1977.0,65.9,0,KG,재활용수240kg적용,6.0,45.0,1,
322,SR13801,A,WO,20000,2021-02-23,HR1021022246,0,PEMA013099140,39,3,액상리그닌,3,3.0,0.1,0,KG,,0.0,0.0,1,
323,SR16600,A,WO,20000,2021-02-23,HR1021022246,0,PEMA013099140,39,6,RA-300S,1,6.0,0.2,0,KG,,0.0,5.0,1,
324,SR35224,A,WO,20000,2021-02-23,HR1021022246,0,PEMA013099140,39,4,WRE-770,18,510.0,17.0,0,KG,,0.0,20.0,1,
325,SR35903,A,WO,20000,2021-02-23,HR1021022246,0,PEMA013099140,39,7,PCA3000,10,210.0,7.0,0,KG,마지막 투입해주세요,0.0,30.0,1,
326,SR35904,A,WO,20000,2021-02-23,HR1021022246,0,PEMA013099140,39,5,Urea-20%,4,291.0,9.7,0,KG,,0.0,40.0,1,
327,SR68222,A,WO,20000,2021-02-23,HR1021022246,0,PEMA013099140,39,2,소포제(MR-130),0,3.0,0.1,0,KG,,0.0,0.0,1,
328,SR11002,A,WO,20000,2021-02-23,HR1021022247,0,PEMA013099140,40,1,사용수,30,3633.0,51.9,0,KG,재활용수560kg적용,12.6,45.0,1,
329,SR13801,A,WO,20000,2021-02-23,HR1021022247,0,PEMA013099140,40,3,액상리그닌,3,5.6,0.08,0,KG,,0.0,0.0,1,
330,SR16600,A,WO,20000,2021-02-23,HR1021022247,0,PEMA013099140,40,6,RA-300S,1,139.3,1.99,0,KG,,0.0,5.0,1,
331,SR35224,A,WO,20000,2021-02-23,HR1021022247,0,PEMA013099140,40,4,WRE-770,18,630.0,9.0,0,KG,,0.0,20.0,1,
332,SR35903,A,WO,20000,2021-02-23,HR1021022247,0,PEMA013099140,40,7,PCA3000,10,490.0,7.0,0,KG,마지막 투입해주세요,0.0,30.0,1,
333,SR35904,A,WO,20000,2021-02-23,HR1021022247,0,PEMA013099140,40,5,Urea-20%,4,875.0,12.5,0,KG,,0.0,40.0,1,
334,SR68222,A,WO,20000,2021-02-23,HR1021022247,0,PEMA013099140,40,2,소포제(MR-130),0,7.0,0.1,0,KG,,0.0,0.0,1,
335,SR11002,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,1,사용수,30,6415.0,64.15,0,KG,재활용수800kg적용,15.0,60.0,1,
336,SR13801,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,3,액상리그닌,3,5.0,0.05,0,KG,,0.0,0.0,1,
337,SR16600,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,7,RA-300S,1,200.0,2.0,0,KG,,0.0,5.0,1,
338,SR35224,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,4,WRE-770,18,1700.0,17.0,0,KG,,0.0,20.0,1,
339,SR35225,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,5,WRE-550T,21,200.0,2.0,0,KG,,0.0,15.0,1,
340,SR35903,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,8,PCA3000,10,500.0,5.0,0,KG,마지막투입,0.0,30.0,1,
341,SR35904,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,6,Urea-20%,4,970.0,9.7,0,KG,,0.0,40.0,1,
342,SR68222,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,2,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
343,SR11002,A,WO,20000,2021-02-23,HR1021022314,0,PEMA623022500,45,1,사용수,30,6585.0,65.85,0,KG,재활용수800kg,15.0,45.0,1,
344,SR13801,A,WO,20000,2021-02-23,HR1021022314,0,PEMA623022500,45,3,액상리그닌,3,5.0,0.05,0,KG,,0.0,30.0,1,
345,SR16600,A,WO,20000,2021-02-23,HR1021022314,0,PEMA623022500,45,5,RA-300S,1,450.0,4.5,0,KG,,0.0,5.0,1,
346,SR35224,A,WO,20000,2021-02-23,HR1021022314,0,PEMA623022500,45,4,WRE-770,18,2350.0,23.5,0,KG,,0.0,20.0,1,
347,SR35903,A,WO,20000,2021-02-23,HR1021022314,0,PEMA623022500,45,6,PCA3000,10,600.0,6.0,0,KG,마지막투입,0.0,30.0,1,
348,SR68222,A,WO,20000,2021-02-23,HR1021022314,0,PEMA623022500,45,2,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
